Season,Team,Games,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,2P,2PA,2P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,Cleveland Cavaliers,82,241.5,41.8,85.7,.488,3.1,8.6,.357,38.7,77.0,.502,22.2,27.5,.805,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9
1992-93,Utah Jazz,82,242.4,41.2,83.7,.492,1.9,5.6,.345,39.3,78.1,.503,23.9,30.4,.788,13.4,31.0,44.4,26.7,8.7,5.5,15.4,21.3,108.3
1992-93,Boston Celtics,82,241.2,43.2,87.8,.492,1.3,4.4,.306,41.9,83.4,.502,18.9,23.4,.808,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6
1992-93,Seattle SuperSonics,82,242.1,41.2,86.9,.474,2.5,7.9,.317,38.7,79.0,.490,21.6,27.6,.783,15.6,27.5,43.2,22.9,9.5,5.5,16.1,23.8,106.5
1992-93,Atlanta Hawks,82,242.7,42.6,91.2,.467,2.6,8.2,.313,40.0,83.0,.482,18.5,25.3,.731,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2
1992-93,New Jersey Nets,82,241.2,42.4,92.4,.458,2.7,8.2,.334,39.6,84.3,.470,17.9,24.5,.732,18.4,29.2,47.6,23.6,9.0,7.5,17.0,22.4,105.4
1992-93,Milwaukee Bucks,82,242.4,40.5,88.0,.460,4.5,12.3,.369,36.0,75.7,.475,19.5,25.7,.759,15.8,26.5,42.3,24.6,10.5,3.9,16.5,23.2,105.0
1992-93,Miami Heat,82,241.8,39.7,86.1,.461,3.1,9.2,.342,36.6,77.0,.475,22.4,28.4,.790,14.5,28.9,43.3,21.3,8.2,4.5,16.8,22.2,105.0
1992-93,Sacramento Kings,82,241.8,40.8,87.7,.466,2.9,8.2,.353,37.9,79.4,.477,19.7,26.4,.747,12.9,28.7,41.6,23.9,8.9,7.5,16.6,21.5,104.3
1992-93,San Antonio Spurs,82,241.2,41.2,86.5,.476,1.4,4.9,.292,39.7,81.5,.487,20.1,27.4,.736,15.0,31.1,46.1,24.5,8.9,7.4,16.0,21.9,104.0
1992-93,Los Angeles Clippers,82,241.8,40.8,86.3,.473,1.8,6.1,.289,39.0,80.2,.487,19.5,27.1,.720,13.8,29.2,43.0,25.0,10.0,6.1,15.5,22.8,102.9
1992-93,Washington Bullets,82,242.1,41.0,89.0,.461,1.8,6.5,.272,39.2,82.5,.476,18.5,23.9,.778,13.0,28.6,41.6,24.5,8.7,5.1,15.3,22.6,102.4
1992-93,Houston Rockets,82,242.4,39.9,84.1,.475,4.0,11.7,.343,35.9,72.4,.496,18.2,24.6,.738,13.1,29.7,42.8,25.1,8.0,7.0,16.8,21.6,102.0
1992-93,Philadelphia 76ers,82,240.9,38.9,82.5,.471,2.8,8.3,.334,36.1,74.2,.487,21.4,27.6,.775,12.9,28.2,41.1,21.4,8.4,5.9,15.1,19.3,101.9
1992-93,Orlando Magic,82,240.3,39.3,86.6,.453,2.4,7.4,.324,36.9,79.2,.466,20.6,27.7,.746,14.3,28.4,42.7,21.9,7.8,4.5,16.9,24.1,101.6
1992-93,New York Knicks,82,242.1,40.4,84.7,.477,2.5,7.5,.325,37.9,77.2,.492,18.3,25.0,.734,14.5,30.4,44.8,26.0,7.7,4.7,15.1,23.2,101.6
1992-93,Minnesota Timberwolves,82,241.5,41.0,89.5,.458,1.5,4.8,.320,39.5,84.7,.466,16.8,22.6,.743,14.2,26.4,40.7,24.7,7.5,6.4,14.1,22.8,100.5
1992-93,Los Angeles Lakers,82,241.8,38.8,85.1,.456,1.5,5.4,.267,37.4,79.7,.469,21.3,27.8,.766,14.1,26.8,40.9,22.0,9.2,4.9,13.3,18.8,100.4
1992-93,Denver Nuggets,82,241.2,39.8,90.0,.442,1.5,5.1,.301,38.2,84.9,.450,18.6,25.2,.738,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7
1992-93,Detroit Pistons,82,241.2,38.9,83.7,.465,2.0,6.4,.314,36.9,77.3,.477,19.1,25.7,.743,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9
1992-93,Dallas Mavericks,82,240.9,38.0,86.6,.439,3.3,9.7,.336,34.8,76.9,.452,18.3,24.4,.750,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6
1993-94,Phoenix Suns,82,240.6,42.6,86.5,.493,4.9,13.4,.363,37.8,73.1,.516,23.3,31.0,.753,13.9,30.6,44.5,25.5,9.2,5.5,16.6,21.2,113.4
1993-94,Charlotte Hornets,82,240.9,42.8,87.9,.487,2.1,6.5,.326,40.7,81.4,.500,22.3,29.0,.771,13.4,30.6,43.9,26.4,7.8,5.8,16.2,21.8,110.1
1993-94,Golden State Warriors,82,242.7,42.4,88.0,.482,3.6,10.4,.350,38.7,77.6,.499,21.6,30.1,.717,14.9,29.1,43.9,24.5,8.5,4.7,17.7,25.1,109.9
1993-94,Portland Trail Blazers,82,242.7,41.0,89.5,.458,3.4,10.3,.326,37.6,79.3,.475,23.2,31.1,.745,15.0,30.6,45.5,24.0,9.4,5.2,14.8,23.1,108.5
1993-94,Seattle SuperSonics,82,241.2,42.4,87.1,.486,2.7,7.4,.357,39.7,79.6,.498,21.0,27.5,.761,14.9,27.5,42.4,23.2,11.5,5.0,15.5,24.0,108.3
1993-94,Sacramento Kings,82,241.2,41.0,88.6,.463,3.2,9.6,.332,37.8,79.0,.478,22.7,29.8,.762,13.9,27.8,41.7,25.3,9.4,4.2,16.6,25.4,107.9
1993-94,Indiana Pacers,82,240.9,41.1,85.6,.480,3.1,9.6,.326,38.0,76.0,.500,22.4,29.3,.766,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8
1993-94,Cleveland Cavaliers,82,241.8,41.8,84.0,.497,3.5,9.0,.381,38.3,74.9,.511,20.7,25.8,.802,11.3,30.4,41.8,28.6,7.5,6.5,13.7,19.3,107.7
1993-94,Atlanta Hawks,82,241.8,41.4,88.7,.466,4.7,13.1,.355,36.7,75.6,.486,20.1,27.1,.742,15.7,28.6,44.3,25.4,9.8,3.4,16.3,22.0,107.5
1993-94,Los Angeles Clippers,82,241.5,43.2,89.4,.484,1.6,6.0,.271,41.6,83.4,.499,19.0,26.5,.718,14.4,28.8,43.2,27.3,10.3,6.0,16.3,23.4,107.1
1993-94,Utah Jazz,82,240.9,40.7,83.3,.489,1.6,5.0,.314,39.1,78.2,.500,23.3,30.4,.766,12.7,30.0,42.7,26.5,9.1,4.2,15.5,24.0,106.2
1993-94,San Antonio Spurs,82,242.1,40.4,82.5,.490,2.9,8.4,.341,37.5,74.0,.507,21.9,28.6,.765,11.2,31.0,42.2,24.5,7.1,6.3,15.0,22.5,105.5
1993-94,Orlando Magic,82,242.4,39.7,81.8,.486,3.9,10.8,.357,35.9,71.0,.505,22.2,30.4,.730,12.7,31.3,44.0,23.8,6.6,5.7,17.4,23.5,105.5
1993-94,Denver Nuggets,82,241.8,40.9,88.8,.460,1.7,5.5,.304,39.2,83.3,.471,21.8,28.8,.756,15.4,31.3,46.7,21.2,7.9,6.9,17.2,24.9,105.2
1993-94,Chicago Bulls,82,241.8,42.4,87.9,.482,3.0,8.2,.365,39.4,79.7,.494,17.5,23.8,.733,15.7,27.8,43.6,26.0,9.5,5.0,13.5,22.0,105.2
1993-94,Philadelphia 76ers,82,243.0,39.3,86.3,.456,4.0,11.5,.351,35.3,74.8,.472,21.7,27.5,.786,12.6,29.6,42.2,24.9,8.2,6.9,16.6,19.6,104.3
1993-94,Los Angeles Lakers,82,241.8,40.4,85.3,.473,2.3,7.6,.299,38.1,77.7,.490,21.2,28.1,.756,13.5,27.9,41.4,24.5,9.5,5.3,15.4,21.7,104.2
1993-94,Houston Rockets,82,241.2,40.0,82.2,.486,4.7,13.1,.361,35.3,69.2,.510,19.3,25.5,.758,12.0,30.9,42.9,25.8,8.3,6.6,15.8,20.7,104.0
1993-94,Boston Celtics,82,241.2,42.1,86.5,.487,1.3,4.7,.287,40.8,81.8,.498,18.1,23.3,.777,13.1,29.7,42.8,24.4,7.9,5.6,14.3,22.7,103.7
1993-94,Miami Heat,82,244.0,38.1,83.5,.456,4.1,11.5,.354,34.1,72.1,.473,23.3,30.2,.771,13.8,29.1,42.9,20.6,7.4,4.3,15.7,24.5,103.6
1993-94,New Jersey Nets,82,241.2,39.9,86.4,.462,1.9,6.0,.318,38.0,80.4,.473,21.1,27.5,.767,15.7,30.6,46.3,22.8,8.5,6.4,16.5,23.1,102.8
1993-94,Milwaukee Bucks,82,240.6,39.9,84.4,.472,3.8,11.4,.333,36.0,73.0,.494,18.8,25.4,.742,12.8,25.8,38.6,25.4,10.5,4.8,16.6,24.1,102.3
1993-94,Washington Bullets,82,241.5,40.3,86.2,.467,2.1,7.0,.301,38.1,79.1,.482,19.2,25.7,.748,12.6,28.3,40.8,25.7,8.2,4.4,16.1,21.9,101.9
1993-94,New York Knicks,82,243.0,39.1,84.1,.465,2.4,7.4,.320,36.8,76.8,.479,20.9,28.2,.741,14.0,32.4,46.5,25.9,8.3,4.5,15.8,25.7,101.6
1993-94,Detroit Pistons,82,241.2,39.8,87.9,.453,3.6,11.1,.322,36.3,76.9,.472,17.4,23.9,.729,15.8,28.2,44.0,23.7,7.1,3.0,14.0,21.3,100.6
1993-94,Dallas Mavericks,82,240.6,38.6,88.7,.435,3.5,10.2,.338,35.1,78.5,.448,18.7,26.5,.705,15.0,27.6,42.7,20.5,7.9,4.3,17.8,28.1,99.3
1993-94,Minnesota Timberwolves,82,242.1,37.1,79.6,.466,2.0,6.9,.292,35.1,72.7,.483,21.9,27.4,.798,11.5,26.9,38.3,24.4,7.9,5.5,17.3,24.7,98.1
1994-95,Phoenix Suns,82,240.3,41.8,86.3,.484,4.2,12.7,.330,37.6,73.6,.511,20.4,28.1,.728,14.9,29.9,44.8,27.6,9.1,5.6,15.9,20.0,108.2
1994-95,Golden State Warriors,82,241.2,42.8,87.1,.492,3.5,10.5,.339,39.3,76.7,.512,18.6,28.1,.664,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8,107.9
1994-95,Portland Trail Blazers,82,240.9,41.1,90.6,.454,3.3,9.4,.353,37.8,81.2,.466,21.7,29.2,.743,15.9,30.0,45.9,25.2,9.1,5.0,14.8,22.3,107.3
1994-95,Charlotte Hornets,82,241.8,41.2,86.6,.476,4.1,11.2,.367,37.1,75.4,.493,19.9,26.0,.764,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,106.5
1994-95,Seattle SuperSonics,82,240.6,40.7,84.2,.484,3.0,8.8,.335,37.8,75.4,.501,21.6,29.0,.745,14.0,27.2,41.2,25.8,12.8,4.5,15.4,23.3,105.9
1994-95,Orlando Magic,82,240.6,40.7,83.9,.485,4.8,13.9,.347,35.9,70.1,.513,19.4,28.6,.678,14.4,28.7,43.1,25.2,8.3,5.6,16.2,20.9,105.7
1994-95,Miami Heat,82,241.5,39.0,84.1,.464,4.1,12.2,.338,34.9,71.9,.485,21.3,27.1,.785,15.1,29.4,44.4,22.6,7.8,4.6,16.0,24.7,103.4
1994-95,New Jersey Nets,82,241.8,38.6,86.8,.445,2.7,8.3,.327,35.9,78.4,.458,23.2,30.4,.762,15.9,31.2,47.0,23.2,8.5,7.0,14.6,20.6,103.2
1994-95,Los Angeles Clippers,82,241.2,40.8,87.4,.467,3.1,10.1,.303,37.7,77.2,.488,18.4,26.0,.709,13.7,29.4,43.0,26.5,9.8,5.1,18.0,21.6,103.0
1994-95,Utah Jazz,82,241.8,39.1,82.1,.477,2.2,6.8,.320,36.9,75.2,.491,21.5,29.0,.740,12.9,29.1,42.0,26.6,9.2,4.4,14.5,24.2,101.9
1994-95,Atlanta Hawks,82,240.9,39.6,85.8,.461,3.3,10.1,.323,36.3,75.7,.480,19.0,25.2,.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4
1994-95,Cleveland Cavaliers,82,242.1,38.2,82.1,.465,3.6,9.9,.362,34.6,72.2,.480,21.2,27.5,.770,13.3,28.7,42.0,25.0,8.6,5.2,13.9,20.7,101.2
1994-95,Houston Rockets,82,241.2,39.0,82.1,.475,5.2,15.7,.334,33.8,66.4,.508,17.9,24.1,.743,11.3,31.9,43.2,25.5,8.7,5.9,16.3,20.1,101.1
1994-95,Sacramento Kings,82,240.9,38.8,85.7,.452,3.1,8.9,.353,35.6,76.8,.464,20.4,28.0,.731,13.7,28.6,42.3,24.7,8.2,4.3,16.3,24.1,101.1
1994-95,Indiana Pacers,82,240.9,38.6,79.5,.486,2.2,6.1,.368,36.4,73.4,.496,21.5,29.1,.738,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101.0
1994-95,Boston Celtics,82,242.7,40.6,86.1,.472,1.7,5.8,.289,39.0,80.2,.486,17.8,24.4,.730,12.6,29.0,41.7,23.5,8.2,5.4,15.1,22.5,100.8
1994-95,Los Angeles Lakers,82,240.9,40.1,89.2,.450,2.9,9.8,.300,37.2,79.4,.468,17.2,24.0,.717,15.4,26.9,42.2,24.2,9.2,5.6,14.6,22.9,100.4
1994-95,Washington Bullets,82,240.3,39.0,83.2,.468,2.7,9.1,.297,36.3,74.2,.489,19.7,26.4,.748,13.1,26.7,39.8,22.2,8.5,3.9,17.1,20.9,100.4
1994-95,Denver Nuggets,82,240.9,38.5,82.7,.465,2.1,7.3,.285,36.4,75.4,.483,21.2,29.5,.718,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5,100.3
1994-95,San Antonio Spurs,82,241.2,38.8,81.6,.475,3.0,8.7,.349,35.7,72.9,.490,19.5,26.2,.742,14.5,31.7,46.2,23.1,6.8,5.5,14.6,20.3,100.0
1994-95,New York Knicks,82,240.9,37.8,82.1,.460,3.9,11.1,.348,33.9,71.1,.477,19.1,25.6,.746,14.3,31.0,45.3,25.2,9.2,4.7,16.6,24.4,98.5
1994-95,Chicago Bulls,82,241.2,39.6,83.1,.476,2.8,8.0,.354,36.7,75.1,.489,16.0,22.7,.705,13.9,29.2,43.1,25.6,9.0,4.3,15.9,21.3,98.0
1994-95,Philadelphia 76ers,82,241.5,37.8,83.2,.455,3.9,11.5,.338,34.0,71.7,.474,18.4,25.8,.714,12.3,29.2,41.5,22.3,8.1,6.4,16.7,18.1,98.0
1994-95,Detroit Pistons,82,240.6,38.6,85.6,.452,4.4,12.7,.344,34.3,72.9,.470,15.3,20.9,.731,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,96.9
1994-95,Milwaukee Bucks,82,240.3,37.1,83.0,.447,4.0,12.4,.325,33.1,70.6,.469,18.7,26.6,.702,13.7,26.3,40.0,23.7,9.8,5.0,16.4,22.2,96.9
1994-95,Minnesota Timberwolves,82,240.6,36.4,79.7,.457,2.2,6.8,.329,34.2,72.9,.469,21.7,28.1,.772,12.1,28.6,40.6,24.0,7.3,5.4,18.0,24.6,96.7
1994-95,Dallas Mavericks,82,240.6,37.3,86.2,.432,2.9,9.4,.312,34.3,76.8,.447,17.7,23.7,.747,15.5,26.2,41.7,19.9,9.4,3.6,17.0,24.5,95.1
1995-96,Orlando Magic,82,243.0,42.2,84.1,.502,6.4,17.2,.370,35.8,66.9,.535,20.1,30.1,.669,14.0,30.0,44.0,27.8,8.2,6.0,15.8,21.0,110.9
1995-96,Phoenix Suns,82,241.8,40.9,85.0,.482,7.1,19.3,.369,33.8,65.6,.515,21.7,28.7,.756,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4,110.6
1995-96,Seattle SuperSonics,82,241.8,40.4,82.2,.491,6.0,15.9,.376,34.4,66.3,.519,23.7,31.3,.758,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4
1995-96,San Antonio Spurs,82,242.1,39.5,81.5,.484,5.3,14.1,.375,34.2,67.4,.507,22.4,30.3,.738,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6
1995-96,Utah Jazz,82,241.2,39.5,77.3,.512,3.7,9.8,.376,35.9,67.5,.531,23.6,30.3,.781,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4
1995-96,Golden State Warriors,82,242.7,39.2,83.8,.468,6.7,19.5,.341,32.6,64.3,.507,20.6,29.2,.704,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7
1995-96,Los Angeles Lakers,82,242.7,40.0,86.4,.463,6.4,18.2,.352,33.6,68.2,.493,18.6,25.3,.735,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6,105.1
1995-96,Houston Rockets,82,240.6,38.5,80.2,.480,7.9,21.4,.368,30.6,58.8,.521,18.6,24.9,.749,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5
1995-96,Dallas Mavericks,82,243.0,39.4,89.5,.440,4.7,14.6,.322,34.6,74.9,.463,19.8,27.0,.734,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2
1995-96,Portland Trail Blazers,82,240.3,39.2,87.0,.451,5.6,15.4,.365,33.6,71.6,.469,19.0,27.2,.697,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1
1995-96,Boston Celtics,82,241.5,38.8,83.5,.464,4.4,12.0,.368,34.4,71.5,.480,20.8,27.7,.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8
1995-96,Chicago Bulls,82,241.8,38.9,81.8,.476,5.4,14.5,.373,33.5,67.4,.498,18.3,25.2,.726,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9,101.5
1995-96,Denver Nuggets,82,243.7,37.8,78.8,.479,5.0,14.1,.356,32.7,64.6,.507,20.7,28.1,.738,12.7,29.3,42.0,22.4,8.0,7.1,16.8,25.2,101.3
1995-96,Miami Heat,82,241.5,38.3,82.2,.467,5.3,14.4,.369,33.0,67.8,.487,19.1,26.0,.736,13.3,27.7,41.0,21.7,8.1,3.6,15.7,24.4,101.1
1995-96,Charlotte Hornets,82,241.5,37.2,78.5,.474,6.8,17.2,.397,30.4,61.3,.495,19.4,24.9,.777,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6
1995-96,Washington Bullets,82,242.1,38.7,84.1,.460,5.3,15.4,.343,33.5,68.7,.487,17.8,24.5,.724,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8,100.5
1995-96,Milwaukee Bucks,82,242.1,36.9,80.3,.459,6.0,16.5,.366,30.8,63.9,.483,19.6,27.5,.712,13.0,26.7,39.6,21.2,8.2,4.4,17.0,22.7,99.3
1995-96,Indiana Pacers,82,241.2,36.4,76.2,.477,4.6,12.0,.380,31.8,64.2,.496,21.9,29.1,.751,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2
1995-96,Sacramento Kings,82,242.1,36.9,78.8,.468,4.4,12.6,.346,32.5,66.2,.491,20.1,28.3,.711,13.1,28.4,41.4,22.2,7.9,5.6,17.7,24.9,98.2
1995-96,New York Knicks,82,241.2,36.4,78.0,.467,6.5,17.6,.368,29.9,60.3,.496,18.9,25.8,.734,11.3,30.2,41.5,25.1,7.2,4.7,15.9,25.6,98.2
1995-96,Detroit Pistons,82,240.6,37.3,80.9,.461,6.0,17.0,.354,31.3,63.9,.490,17.5,23.7,.741,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2,98.2
1995-96,New Jersey Nets,82,242.4,35.8,82.2,.436,5.0,15.8,.319,30.8,66.4,.464,21.3,28.1,.759,14.8,31.3,46.1,23.0,6.6,6.7,15.9,22.5,98.1
1995-96,Los Angeles Clippers,82,242.4,37.3,84.0,.444,4.0,12.8,.315,33.3,71.2,.468,18.0,25.4,.710,13.0,25.3,38.3,22.0,9.6,5.3,16.3,26.2,96.7
1995-96,Atlanta Hawks,82,242.1,36.4,81.5,.447,6.6,19.3,.341,29.8,62.2,.480,17.2,23.8,.724,13.5,27.7,41.2,21.4,9.0,5.0,14.9,22.0,96.6
1995-96,Philadelphia 76ers,82,241.5,36.0,80.2,.448,4.3,11.4,.379,31.6,68.8,.460,19.1,25.9,.737,13.5,27.2,40.7,19.1,7.8,7.0,16.5,22.4,95.4
1995-96,Minnesota Timberwolves,82,241.2,34.0,75.8,.449,3.9,12.4,.313,30.2,63.5,.475,22.2,28.7,.775,10.8,25.5,36.3,21.7,7.4,4.9,17.1,25.3,94.2
1995-96,Cleveland Cavaliers,82,243.0,33.6,76.3,.441,4.9,12.6,.385,28.8,63.7,.452,18.4,24.2,.760,12.7,27.3,40.0,20.4,7.7,4.3,14.3,20.7,90.5
1996-97,Chicago Bulls,82,240.6,40.2,84.0,.478,6.6,16.5,.403,33.5,67.6,.496,18.2,24.4,.746,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2
1996-97,Seattle SuperSonics,82,242.4,37.5,78.1,.480,7.1,19.5,.364,30.4,58.6,.519,22.5,29.6,.760,11.6,29.9,41.5,24.4,10.8,4.8,17.6,24.0,104.5
1996-97,Orlando Magic,82,242.1,39.1,81.0,.482,7.6,20.1,.378,31.5,60.9,.517,18.8,27.2,.691,11.8,29.3,41.1,25.4,8.1,5.0,14.1,20.8,104.5
1996-97,Phoenix Suns,82,243.4,38.5,81.4,.473,4.0,12.0,.332,34.5,69.4,.498,23.3,30.1,.771,12.3,30.5,42.8,24.4,7.6,4.0,14.7,21.7,104.3
1996-97,Boston Celtics,82,242.7,38.6,84.7,.456,6.6,17.7,.371,32.0,66.9,.478,19.9,27.9,.714,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6
1996-97,San Antonio Spurs,82,241.2,38.4,80.5,.477,6.3,16.1,.392,32.1,64.4,.498,20.3,27.6,.736,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2,103.4
1996-97,Los Angeles Lakers,82,240.0,39.2,81.8,.480,5.8,16.6,.351,33.4,65.2,.512,18.6,25.0,.746,12.1,28.1,40.2,25.4,8.8,6.3,14.2,20.8,102.9
1996-97,Charlotte Hornets,82,242.4,37.9,80.7,.470,7.1,18.5,.384,30.8,62.2,.495,19.9,25.8,.770,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1,102.8
1996-97,Dallas Mavericks,82,243.0,38.1,90.6,.420,9.0,24.9,.360,29.1,65.8,.443,17.4,24.1,.722,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5
1996-97,Washington Bullets,82,241.5,39.0,80.7,.484,6.0,14.8,.407,33.0,65.9,.501,18.4,25.3,.728,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2,102.5
1996-97,Houston Rockets,82,241.5,37.5,81.0,.464,7.8,21.5,.362,29.8,59.5,.501,19.6,25.7,.765,11.2,29.9,41.1,24.2,7.9,5.8,15.2,21.4,102.5
1996-97,Utah Jazz,82,241.2,38.2,78.3,.488,4.6,12.4,.372,33.6,65.9,.509,21.6,28.1,.768,12.1,28.9,41.0,26.1,8.1,5.1,14.8,25.0,102.5
1996-97,Golden State Warriors,82,240.9,37.3,81.7,.456,5.5,14.6,.373,31.8,67.1,.474,21.6,28.5,.759,14.3,27.9,42.2,23.0,8.6,5.7,16.4,22.4,101.6
1996-97,Sacramento Kings,82,240.9,36.2,79.2,.457,5.6,14.6,.387,30.6,64.6,.473,21.5,29.4,.731,13.6,28.6,42.2,22.3,7.8,5.3,17.6,26.0,99.5
1996-97,Los Angeles Clippers,82,240.6,38.1,80.7,.472,6.2,16.8,.370,31.9,64.0,.499,17.0,24.2,.702,11.9,26.7,38.6,20.4,8.6,5.0,16.5,24.5,99.4
1996-97,Portland Trail Blazers,82,242.7,37.4,81.6,.458,5.9,16.6,.353,31.5,65.0,.485,18.7,28.3,.662,14.1,31.4,45.6,21.5,7.2,5.1,16.8,22.7,99.3
1996-97,Indiana Pacers,82,240.9,36.3,75.7,.480,4.4,11.9,.373,31.9,63.8,.500,22.2,29.5,.755,12.3,27.6,39.9,23.4,7.1,3.9,16.3,24.8,99.3
1996-97,Atlanta Hawks,82,240.6,36.4,81.3,.448,6.9,19.5,.355,29.5,61.8,.477,18.6,24.5,.757,14.4,26.2,40.6,19.6,9.4,3.9,15.0,20.9,98.3
1996-97,Minnesota Timberwolves,82,241.2,36.3,79.0,.459,3.4,10.5,.326,32.9,68.6,.479,21.9,28.2,.777,12.0,27.7,39.7,22.8,7.9,5.9,17.4,24.3,97.9
1996-97,Denver Nuggets,82,241.8,36.6,81.2,.451,4.8,14.0,.346,31.8,67.2,.473,19.7,26.5,.743,12.9,30.3,43.2,22.6,6.4,7.3,15.4,23.0,97.7
1996-97,Toronto Raptors,82,241.8,37.6,80.5,.467,5.0,14.2,.354,32.6,66.2,.492,17.2,23.8,.723,13.1,27.0,40.0,23.5,9.1,6.0,18.8,24.2,97.5
1996-97,New York Knicks,82,241.8,36.6,77.8,.471,5.9,15.7,.377,30.7,62.2,.494,18.0,23.8,.757,10.1,29.9,40.0,22.2,7.9,4.6,15.5,22.7,97.2
1996-97,Miami Heat,82,241.2,35.4,77.4,.457,6.7,17.8,.379,28.7,59.6,.481,18.9,26.7,.710,12.2,30.4,42.6,21.4,7.0,5.4,17.0,26.3,96.5
1996-97,Milwaukee Bucks,82,240.6,37.0,79.1,.467,4.4,12.9,.338,32.6,66.3,.493,17.2,23.3,.738,11.9,26.4,38.3,21.4,7.1,3.7,15.8,23.7,95.6
1996-97,Detroit Pistons,82,241.8,34.3,74.7,.459,6.6,16.5,.404,27.6,58.2,.475,20.2,26.9,.751,10.8,29.8,40.5,19.6,6.2,4.3,14.8,23.8,95.4
1996-97,Philadelphia 76ers,82,240.6,34.1,78.3,.436,6.0,17.5,.342,28.1,60.7,.463,20.3,27.6,.734,12.6,26.4,38.9,19.9,7.8,5.1,17.2,21.7,94.5
1996-97,New Jersey Nets,82,242.7,35.1,82.3,.427,3.0,9.1,.335,32.1,73.2,.438,20.4,27.4,.745,16.5,30.5,47.0,21.4,7.6,7.0,16.8,22.9,93.7
1996-97,Cleveland Cavaliers,82,241.8,33.7,73.1,.460,7.3,19.3,.377,26.4,53.9,.490,16.5,21.6,.763,10.6,25.1,35.6,22.2,8.2,4.1,13.1,20.5,91.1
1996-97,Vancouver Grizzlies,82,242.4,33.8,79.1,.428,4.5,13.8,.329,29.3,65.3,.448,17.6,24.4,.724,11.7,26.5,38.1,20.8,8.9,4.1,16.4,22.6,89.8
1997-98,Chicago Bulls,82,240.6,40.0,84.4,.473,6.4,17.1,.373,33.6,67.3,.499,16.8,22.5,.747,15.1,30.0,45.1,26.1,8.7,4.0,13.5,19.7,103.1
1997-98,Utah Jazz,82,241.8,38.2,75.8,.504,4.1,11.0,.370,34.1,64.8,.526,22.7,29.5,.769,10.8,29.4,40.2,26.8,9.1,5.1,15.4,24.2,103.1
1997-98,Phoenix Suns,82,242.1,38.3,81.8,.469,6.4,17.4,.369,31.9,64.4,.496,19.7,25.9,.761,11.2,29.0,40.1,25.2,8.1,3.9,14.4,21.1,102.8
1997-98,Seattle SuperSonics,82,241.2,36.5,78.2,.467,6.8,19.3,.353,29.7,58.9,.504,21.0,28.0,.752,12.3,27.7,40.0,23.5,11.0,4.7,15.0,22.0,100.9
1997-98,Houston Rockets,82,242.1,37.0,79.1,.468,8.2,22.4,.365,28.9,56.6,.509,18.3,24.3,.755,11.3,31.3,42.6,24.5,8.4,4.2,16.6,19.6,100.6
1997-98,Boston Celtics,82,242.7,37.4,85.0,.440,5.7,16.2,.351,31.7,68.7,.461,20.1,26.8,.750,13.4,26.7,40.0,21.9,9.9,3.8,16.4,23.4,100.6
1997-98,Philadelphia 76ers,82,241.2,36.6,83.5,.438,5.3,16.5,.319,31.3,67.0,.468,21.7,29.9,.725,15.5,28.7,44.2,20.7,8.3,4.8,17.5,21.1,100.2
